[7.5174061e-11 1.2093131e-13 2.1911371e-13 4.0405399e-09 3.7953696e-15
 9.5393346e-12 3.6134931e-08 9.9973255e-01 1.6335410e-09 5.7846076e-12
 2.5794815e-04 3.1222167e-12 4.3077816e-13 5.4104146e-07 9.7480973e-12
 2.7985918e-09 1.8183287e-10 1.2127360e-06 1.6272279e-13 2.0995494e-09
 1.4333150e-07 2.7132513e-11 1.1451859e-06 4.2255756e-12 3.8090218e-13
 3.1562056e-06 4.6671337e-13 2.7523088e-06 1.9960085e-09 4.0830250e-09
 4.8974209e-07 1.0265018e-08 1.9224561e-12 2.3222521e-13 2.1158156e-12
 2.2489035e-09 2.2289361e-08 2.1050579e-10]
[6.4063736e-04 1.2433000e-12 6.0735461e-13 2.3950514e-07 2.5582145e-12
 8.8186758e-12 2.0263316e-03 7.7265622e-06 2.8744356e-08 1.8781755e-14
 1.7152462e-07 1.1906838e-08 1.0779124e-06 7.7382702e-01 2.3833798e-02
 6.9525704e-04 1.9583471e-17 9.2917520e-07 2.1361109e-12 2.2603185e-03
 1.9584285e-01 5.6193467e-11 7.0294950e-06 1.2259708e-08 6.5141864e-13
 2.8314011e-07 1.3768557e-07 2.3504703e-05 7.2354235e-04 1.5039552e-05
 9.5400467e-12 1.1725460e-06 2.5574769e-09 4.1206764e-15 1.8144274e-07
 1.7599353e-11 5.0874350e-11 9.2800095e-05]
 1.22862373e-04 2.72511480e-09]
[2.9319752e-04 7.3553855e-04 4.6165504e-05 9.7318125e-01 1.2418785e-03
 1.0275279e-05 5.8415406e-03 7.4784730e-05 1.0699450e-06 3.0729591e-08
 2.2800443e-05 1.9102320e-08 2.3763057e-05 3.4510986e-06 1.1290244e-07
 1.5341691e-07 2.1151079e-06 2.5645373e-05 2.3885714e-04 1.3895957e-05
 6.9355388e-05 5.1103331e-07 2.6461149e-03 1.2537103e-07 3.9241872e-06
 3.0795866e-04 1.8669100e-05 3.8221683e-06 3.3823464e-05 1.7900233e-03
 3.3534078e-03 1.9664763e-04 1.1831624e-03 5.5670936e-04 7.3804846e-03
 2.3026927e-04 4.6495226e-04 3.5203300e-06]
[4.62300982e-03 1.04004773e-03 1.78395453e-06 9.97299096e-04
 5.74482314e-04 3.88164779e-07 1.42073637e-04 2.46135485e-08
 5.73653658e-08 5.19644390e-16 1.29307509e-09 2.33593792e-01
 1.40213303e-03 1.49269646e-04 5.39886765e-02 2.86833398e-07
 1.16104005e-07 6.76115441e-10 2.73951264e-06 3.55471298e-02
 2.61197716e-01 2.73267506e-05 1.18262775e-04 1.87396858e-04
 6.11799442e-06 2.56735744e-09 5.43343726e-09 2.83754362e-05
 3.30350967e-03 1.51171786e-04 1.73597181e-09 7.64418743e-04
 2.32511502e-05 2.01487769e-08 4.01968479e-01 3.35974764e-05
 8.80491552e-06 1.18163232e-04]
[4.21690077e-01 7.85048648e-09 1.15268415e-06 6.69521796e-06
 1.08438307e-08 3.08774615e-05 1.11244349e-02 1.14986296e-05
 3.62259556e-10 6.11212236e-09 1.64050732e-07 1.83379242e-07
 5.24251489e-03 3.69566656e-03 7.94943713e-04 1.59510806e-01
 3.81551941e-13 6.13295101e-03 1.12220605e-05 2.66063900e-04
 2.39523729e-06 3.05932144e-06 1.38394011e-03 3.62331350e-03
 4.61469263e-09 1.88353479e-05 1.82965528e-02 9.74413706e-04
 4.02724594e-02 5.49911192e-06 1.44145279e-10 1.61375428e-05
 4.19109831e-08 4.21021135e-10 2.93522517e-05 2.99222647e-09
 8.53424353e-09 3.26854676e-01]
[1.9180296e-02 3.6999339e-07 7.4573985e-04 3.4337413e-06 1.4501282e-04
 7.8082019e-01 1.1431384e-03 5.9246215e-08 3.0957355e-11 2.5167908e-11
 2.1502510e-11 1.0749528e-07 9.9303007e-02 2.1578396e-07 2.3584291e-05
 2.4497267e-02 1.5796947e-10 1.9782178e-07 1.2765412e-04 2.9535054e-06
 4.3679169e-08 8.8471337e-04 3.2051608e-05 3.2697646e-03 2.4720002e-06
 4.2287041e-08 6.8337366e-02 3.9412666e-04 2.6938537e-04 9.8087128e-08
 1.1928398e-09 2.8288143e-05 1.2326353e-06 3.0282290e-08 7.8359328e-04
 4.0284981e-08 4.0014143e-07 3.2077953e-06]
[4.1972020e-05 1.4025049e-11 5.1084831e-11 7.5228899e-09 8.6868027e-08
 3.6209773e-08 9.1157155e-08 5.9521710e-10 3.5366143e-14 2.1933122e-15
 5.4013630e-13 5.2873389e-04 4.9194223e-06 2.6312880e-05 1.2593007e-02
 1.5629523e-05 3.2493182e-11 5.8849277e-09 1.6108235e-06 6.4720605e-03
 9.5343067e-09 2.4925139e-06 1.3748296e-04 9.7283471e-01 1.0171057e-06
 1.4660505e-06 7.3081956e-06 3.7405377e-07 5.0221360e-03 1.2050483e-04
 3.8594816e-09 2.1730484e-07 1.0338664e-05 3.5615361e-08 7.2065770e-05
 1.3622467e-06 2.6905047e-06 2.1012917e-03]
[3.8882673e-02 3.7194266e-05 4.9222074e-04 5.1134173e-03 2.1583548e-04
 4.1483607e-02 7.9199213e-01 2.7896336e-04 6.6497532e-06 2.0002028e-06
 1.3980476e-05 2.9509534e-08 9.1113709e-04 7.6576525e-06 6.9179697e-07
 6.4482703e-03 3.5133251e-08 4.9091072e-04 2.3022878e-03 2.6679827e-05
 9.7548836e-06 6.2249121e-05 2.0420136e-02 5.1206491e-05 1.4762252e-04
 6.8299740e-04 1.3501127e-02 1.7135080e-04 1.2077278e-02 1.7104957e-04
 6.4170971e-03 1.6908500e-03 5.9607864e-04 4.3305164e-04 5.1894695e-02
 7.4026402e-06 1.3165703e-04 2.8279773e-03]
[5.8916362e-06 2.7839631e-09 2.4218573e-06 5.3108811e-06 1.2196594e-05
 5.9139988e-05 5.0050488e-07 3.3056975e-09 6.4819239e-10 1.1962957e-15
 6.1881161e-10 4.2417254e-03 6.5096873e-07 1.6317088e-03 9.6548039e-01
 6.3022640e-06 5.9658667e-12 2.3794103e-06 2.0086474e-05 1.2508133e-02
 2.2460067e-09 2.0520827e-07 4.3868099e-06 1.4511183e-02 1.0156599e-05
 3.4200347e-11 3.7180217e-09 2.1471602e-07 1.1447553e-03 3.2499393e-08
 1.8198224e-09 1.6490560e-06 2.9862570e-04 9.5536798e-06 1.0101346e-05
 6.8095090e-07 2.9217257e-05 2.3812240e-06]
[1.40233874e-06 1.02623376e-09 1.30055111e-09 5.53229960e-08
 3.92901427e-07 3.47802532e-04 4.73955151e-06 3.71831760e-10
 4.67172576e-08 5.47223562e-13 1.02464833e-11 8.05740186e-09
 1.74345314e-05 5.32864533e-07 5.69117037e-05 3.35248984e-08
 2.34690023e-09 8.31766669e-11 9.29288983e-01 5.85019043e-05
 5.54989690e-08 2.84469252e-06 1.64270950e-05 6.85445741e-02
 6.01214051e-05 3.48054874e-09 1.78944468e-08 5.20297361e-09
 1.79178244e-06 4.45025239e-10 1.15349494e-10 2.49642762e-04
 4.07497573e-05 1.74462198e-11 1.30681950e-03 1.22076890e-10
 1.39950032e-07 1.16105336e-09]
[5.3097628e-04 1.9790656e-08 7.0788019e-06 1.2029580e-05 1.8393474e-05
 1.2214386e-08 4.2823795e-06 2.7953638e-03 3.6388735e-07 7.6604592e-15
 6.3418011e-05 7.3303727e-06 2.4230423e-10 6.5337522e-03 2.2742385e-03
 6.6370512e-06 1.0538476e-05 6.9966057e-04 2.4072067e-09 3.9640626e-01
 3.2107222e-05 1.0960658e-06 5.7362391e-05 1.8723511e-05 1.1360304e-09
 3.8954622e-07 4.2729820e-09 3.3297242e-06 5.2573953e-02 4.0500350e-03
 2.2324870e-07 5.2913857e-01 1.9756062e-05 2.3115952e-05 7.7256218e-06
 3.9553959e-03 6.7940782e-05 6.7989982e-04]
[8.9537606e-23 5.0019451e-19 1.9334103e-17 6.0137713e-15 3.5718593e-23
 2.3789199e-21 1.5023063e-15 4.0835779e-10 1.0000000e+00 2.7143118e-16
 8.3034156e-11 8.3560939e-27 1.9692428e-25 4.6383819e-17 7.9421375e-21
 3.5788242e-18 4.3983173e-19 8.0790892e-15 5.0556144e-21 6.6924639e-11
 6.2934782e-11 4.0412912e-23 1.9947910e-17 4.1085826e-23 1.7807257e-18
 4.1959996e-15 1.3113660e-21 5.4407203e-17 1.5216793e-16 1.2664110e-15
 8.6135654e-17 8.8451502e-10 5.0690605e-19 9.5528859e-23 2.2590743e-18
 6.7769281e-24 8.5432616e-20 6.7669701e-20]
[1.1931611e-04 5.8043565e-06 2.8717113e-07 9.7573822e-05 2.6326170e-06
 1.5631736e-06 1.9687377e-03 6.5866923e-01 9.2407774e-08 1.7439808e-10
 4.0581871e-02 3.6743376e-07 4.3886575e-07 1.6076337e-05 1.5205114e-07
 2.1551143e-05 6.4958986e-03 4.7440153e-02 1.2128982e-07 3.2211185e-05
 1.4119377e-04 2.7502977e-06 1.7839776e-02 1.0070254e-06 8.2548981e-09
 3.4024082e-02 6.4796222e-07 1.7739876e-01 2.7617796e-07 9.1904681e-03
 8.0741441e-04 1.1726146e-03 3.6755018e-03 1.2402297e-06 5.6806071e-05
 1.2567319e-04 2.3099994e-05 8.4498846e-05]
[8.3025306e-04 1.3530628e-08 2.8577749e-09 2.9698269e-06 1.6499302e-12
 1.4379413e-06 5.9127522e-04 7.1501642e-02 9.5866726e-06 9.5312251e-05
 7.3608169e-03 9.2180064e-10 6.7967858e-07 2.3970936e-04 1.5768683e-07
 2.8970291e-05 1.3375485e-09 4.4710949e-05 5.7469779e-10 1.7791124e-04
 6.9351553e-04 2.0173886e-08 9.3543512e-04 8.4713674e-06 1.9252038e-08
 9.1223389e-01 8.7990674e-07 6.2579886e-05 4.7824834e-03 2.0607589e-05
 1.7109596e-05 7.3060524e-05 1.1240937e-07 4.8181438e-11 1.8998375e-06
 5.3481916e-08 3.0173201e-08 2.8441660e-04]
[7.86650276e-07 1.25156309e-12 2.98936925e-07 1.45821000e-09
 1.15721384e-07 1.94457814e-01 8.93188371e-06 6.76368336e-11
 6.17887685e-11 6.91494785e-18 2.73390578e-15 2.47645307e-12
 2.38597408e-08 2.13728688e-10 1.91454291e-07 8.05454254e-01
 4.98411677e-15 1.05329896e-08 6.32225128e-05 7.69214239e-07
 7.07145985e-13 3.39556863e-07 7.05329342e-08 5.72667432e-06
 2.06138906e-09 4.86007632e-12 8.98169446e-07 3.54354552e-06
 2.35577140e-08 1.36424441e-10 2.58518363e-11 2.73972289e-10
 2.25138885e-09 1.99310065e-07 2.67935525e-06 2.01226733e-08
 8.80443629e-09 3.06227292e-08]
[1.84193620e-08 8.49680406e-13 2.33226365e-06 3.09527124e-08
 1.86437727e-08 9.28095520e-01 1.49157513e-05 1.07907476e-11
 1.04081249e-11 1.64153508e-13 5.68987945e-13 3.83886851e-14
 1.10744604e-05 2.38735628e-11 8.99719694e-08 1.57389995e-02
 3.40170099e-16 2.70866385e-10 5.49489148e-02 9.00251450e-07
 1.38467692e-11 1.39048984e-06 7.93158426e-04 3.37576290e-04
 3.36594681e-08 7.72794895e-09 5.22572227e-05 2.32733578e-06
 1.99272222e-07 1.08502647e-08 5.24695413e-13 3.59979180e-09
 1.18246874e-07 3.65148134e-10 1.91721483e-08 2.60944391e-12
 2.26842004e-10 2.04431538e-09]
[8.7495764e-08 2.6088710e-06 8.1878170e-05 9.8457634e-01 4.3029382e-04
 9.9265280e-06 5.0935836e-07 8.9906121e-12 1.1544643e-10 6.9019811e-17
 1.8887854e-15 1.8621951e-09 1.0216861e-03 3.0452845e-09 1.7262447e-09
 4.1521762e-06 4.0316979e-14 4.8365298e-08 2.7546578e-04 2.1882204e-06
 3.5309452e-07 1.4382109e-05 2.3913694e-06 1.5126739e-05 1.0428479e-07
 9.9353919e-12 1.2985257e-02 1.3576582e-06 1.1243675e-08 1.3708381e-09
 5.5518656e-10 4.3673239e-08 3.3192882e-07 2.7870422e-09 5.7529373e-04
 9.0949870e-10 6.0427139e-09 1.3916604e-10]
[7.51980735e-07 7.00223169e-12 1.67694536e-09 1.58268190e-08
 2.72168132e-09 4.46316582e-04 6.14793294e-07 6.24321483e-10
 2.75225884e-11 2.82561789e-13 3.06692199e-13 4.14383111e-11
 6.02226351e-07 7.09452830e-10 8.88541820e-07 9.99534011e-01
 4.61415506e-14 8.92813556e-09 1.00048271e-06 5.62782532e-08
 7.05639670e-12 6.69666065e-07 6.38404117e-07 1.15858375e-05
 4.65450967e-09 3.89114518e-10 2.98378239e-07 1.09684223e-07
 1.94634208e-06 5.26787391e-10 1.94377552e-11 6.45973097e-09
 1.33305935e-08 1.26365434e-08 9.08631108e-08 2.44101184e-09
 2.10803175e-09 2.18888118e-07]
[5.6659333e-06 4.6493040e-10 1.5223744e-04 2.3789673e-07 1.1027148e-07
 9.2923605e-01 5.6800750e-06 7.3742321e-08 2.0431756e-10 4.8655975e-12
 5.6039977e-12 1.3051979e-10 1.7745944e-05 1.4675525e-09 5.0924530e-07
 6.1497554e-02 2.4902951e-12 1.4810021e-07 9.0462511e-04 4.9260666e-06
 2.0044646e-09 9.5690397e-04 1.0043145e-03 5.4877810e-03 1.7592920e-07
 1.6971882e-08 6.5754348e-04 5.7169676e-05 7.7641416e-06 2.4107842e-07
 1.4128909e-09 2.7886797e-08 1.3777706e-07 1.9173837e-07 2.8005780e-07
 6.5189387e-09 4.0328283e-07 1.4370439e-06]
[9.8037162e-08 2.5349177e-02 2.1484686e-06 1.9356983e-06 3.9085481e-04
 2.3610135e-04 2.3249568e-06 5.9701655e-08 6.9926593e-09 2.3959361e-09
 6.9193433e-09 2.5215286e-05 1.7689938e-04 1.0655904e-08 3.2095220e-05
 3.2478842e-09 3.6835113e-06 1.2761922e-07 5.5682918e-05 4.9108239e-05
 4.9945743e-07 5.5051275e-04 1.2445037e-04 2.8533042e-05 9.2975801e-01
 8.6000809e-06 1.9306744e-06 6.4411847e-07 9.2788897e-03 9.4868597e-03
 2.7243445e-06 2.2228202e-04 2.3025285e-02 5.1512478e-05 9.7075230e-05
 3.8939022e-05 9.9769107e-04 4.2435055e-08]
[9.3997642e-07 1.1267724e-05 7.3859334e-04 4.6084844e-02 1.2287720e-06
 5.3581612e-08 1.1659920e-05 1.6748224e-07 2.8262007e-10 2.6245736e-14
 6.4210463e-11 4.8934556e-10 2.1237069e-04 1.2837048e-05 1.3734491e-08
 3.0219184e-08 6.5210109e-13 1.4682644e-05 1.9545744e-04 1.6982616e-03
 2.8252471e-03 2.6683067e-04 1.5814517e-02 1.8159329e-04 2.2604940e-09
 6.6375477e-10 9.3186235e-01 3.6496007e-05 1.7511551e-06 1.7666200e-05
 1.8347983e-09 1.6751841e-06 4.2358096e-08 1.6229265e-09 7.3012581e-07
 2.1407302e-10 6.5181092e-07 8.1762228e-06]
[2.69382657e-03 7.37828714e-08 1.35995336e-07 2.42572855e-06
 3.26600904e-03 2.51887309e-06 1.83802727e-03 1.13696581e-08
 2.72244849e-09 3.37527180e-14 1.18234155e-07 7.40554618e-10
 3.67248720e-09 9.05481556e-07 1.07413037e-07 1.54811441e-05
 9.20646059e-10 2.12510586e-05 4.32725544e-09 1.31404613e-06
 1.15148935e-09 1.69731326e-10 7.89944579e-07 7.05365943e-09
 3.24036936e-10 2.08737575e-07 1.84630346e-06 6.97685962e-08
 1.72585605e-05 1.11604578e-07 1.40459099e-06 5.38474822e-04
 6.63371803e-03 5.45244548e-05 9.83800828e-01 4.47255479e-06
 2.79995731e-07 1.10378489e-03]
[3.35086997e-06 7.60621508e-04 4.35862748e-05 5.00224014e-05
 1.30336884e-05 3.31862736e-07 2.60617344e-06 1.58219302e-06
 4.84654317e-09 2.73088991e-15 3.53743599e-06 2.60484285e-05
 2.60080412e-07 1.02919585e-05 9.74845079e-06 1.01768600e-10
 7.47674203e-04 2.28750323e-05 1.12503290e-06 1.11335695e-01
 6.60967344e-05 1.08281313e-06 2.83400132e-03 2.12440555e-05
 6.14536041e-03 7.11704888e-06 1.04576522e-07 6.13588491e-05
 5.90855450e-07 1.35290285e-03 2.74664308e-05 4.51906174e-01
 4.24479812e-01 7.18735055e-06 2.62137000e-05 2.77497820e-05
 2.91389210e-06 2.53638063e-07]
[2.55671388e-04 7.33033521e-05 3.23691211e-06 3.49661219e-03
 1.24886472e-04 1.34846650e-03 6.77413618e-06 1.57278828e-05
 1.79154664e-08 1.65827657e-07 4.95334461e-07 5.16816275e-04
 4.92078671e-03 1.08794411e-04 9.42905713e-03 3.55962227e-04
 2.02511231e-07 2.39594025e-03 7.38816112e-02 2.65012868e-03
 7.96812003e-07 1.72050938e-03 6.46016821e-02 7.93291748e-01
 1.71423319e-03 3.83766674e-05 1.45812344e-03 2.06861310e-04
 2.91197356e-02 7.35858339e-04 2.68977292e-05 3.33205477e-04
 5.22496586e-04 4.62734861e-05 1.03531405e-03 1.15221774e-04
 2.52751424e-03 2.92065693e-03]
[5.20007518e-07 1.14296049e-01 1.03922095e-03 8.29304874e-01
 4.59089584e-04 1.78587402e-06 4.13405651e-05 1.02137983e-05
 3.21388216e-05 2.50424165e-07 1.26532341e-05 7.24858573e-09
 2.20083239e-05 1.54318709e-08 5.01309501e-08 1.24929983e-10
 3.55728207e-06 1.27290683e-02 2.62473710e-04 6.34308017e-05
 8.31979469e-06 9.84217579e-08 3.69697984e-04 2.47621479e-08
 2.19810012e-04 2.93469893e-05 1.52807513e-06 1.17385595e-08
 2.49434306e-05 4.93516454e-05 2.62922276e-05 8.12797528e-03
 3.21455970e-02 1.19657125e-04 5.92839380e-04 2.57737810e-07
 5.39465736e-06 4.46691617e-09]
[4.0553521e-02 2.7752031e-07 6.4925094e-05 2.1065162e-04 1.7417551e-05
 7.7113160e-03 3.1009957e-01 5.6804478e-02 2.2233121e-06 1.5545693e-08
 3.9908541e-03 5.4806756e-06 3.9197580e-06 2.3903374e-03 7.1551185e-04
 2.6178405e-01 1.0863615e-05 2.3943312e-01 1.0112144e-05 9.1256131e-04
 2.2388465e-06 2.6567790e-05 4.2480337e-03 1.0266300e-04 6.3495683e-08
 1.8788273e-02 2.0093683e-05 3.5441063e-02 8.2344394e-03 1.8428243e-03
 2.3027889e-04 4.9645198e-04 4.1051515e-04 1.2792718e-03 1.0306728e-03
 1.5314419e-03 7.1931217e-04 8.7463466e-04]
[3.4938665e-07 6.5876104e-02 7.4244767e-08 9.8384282e-07 2.4534401e-04
 1.1459210e-07 1.9548899e-07 1.1751707e-05 2.6124965e-07 1.2043676e-10
 7.0701030e-06 3.4503872e-05 1.5304305e-08 3.7023055e-06 6.0938477e-05
 5.0072319e-10 8.3848434e-03 1.5394427e-04 9.7530528e-07 2.0647245e-03
 1.4257864e-08 3.3764766e-06 3.6001380e-04 3.9319239e-06 9.9468940e-05
 9.6099493e-06 3.8824240e-07 2.2591296e-07 1.7450504e-02 1.3170806e-01
 5.3252629e-04 3.9616311e-01 2.2837150e-01 4.8334859e-02 4.0576883e-06
 4.1752439e-02 5.8215462e-02 1.4459431e-04]
[1.30945682e-06 9.19821105e-05 4.94539051e-07 4.11458867e-09
 1.07565063e-06 4.87050968e-08 1.12565424e-08 1.61180669e-03
 1.17922063e-07 1.97165439e-12 6.91822279e-05 2.25098664e-03
 7.73314399e-11 2.73426820e-04 1.19495715e-04 3.14865105e-07
 6.30532782e-07 7.49815702e-02 8.61614870e-13 6.91710889e-01
 7.29354843e-03 2.60663019e-10 2.41049030e-03 1.82327380e-08
 2.81924217e-09 4.27875511e-06 2.47326576e-10 1.12243481e-01
 2.98481435e-03 1.62926246e-03 5.47096413e-09 5.51689602e-02
 2.13179803e-08 8.38379677e-08 2.56977603e-03 4.43685427e-02
 4.56093289e-07 2.12960556e-04]
[1.7796729e-05 5.0074855e-06 7.0861853e-07 6.1334104e-06 7.2000774e-05
 1.8467957e-05 3.8280220e-07 1.3753268e-07 3.7841671e-11 5.1628111e-15
 1.2416518e-10 5.9373993e-05 7.8833335e-05 3.6727552e-06 1.3888562e-04
 3.6758158e-07 1.3450794e-08 3.5742630e-07 3.6967602e-02 2.7990523e-03
 2.2154047e-07 3.6193855e-02 1.6752715e-01 6.9596261e-01 3.0115945e-05
 3.7789259e-06 1.6929656e-03 5.5105229e-05 4.6886168e-02 5.1689590e-04
 1.2778517e-05 9.8987184e-05 4.0809755e-04 2.5455345e-04 5.5658842e-07
 4.0942861e-04 9.7749559e-03 2.8368459e-06]
[9.1072047e-01 9.3056696e-10 5.1800595e-09 3.4947723e-06 1.5774849e-07
 7.1646205e-06 1.1092872e-02 1.7224292e-07 2.8782277e-11 5.6090986e-11
 3.1862168e-08 1.5055214e-08 1.2189866e-02 7.5286960e-05 2.0161895e-05
 5.4589111e-02 3.7101786e-13 1.2285436e-06 1.0600064e-06 3.4910413e-06
 3.4403624e-07 1.1192772e-06 2.4405308e-04 6.3032283e-05 4.5769091e-09
 4.5382549e-06 1.1279257e-03 3.5227749e-05 2.1861813e-03 2.5695877e-06
 1.2695081e-09 1.4297333e-05 5.3576127e-07 2.0252351e-09 2.5996490e-04
 1.1401224e-08 1.9706953e-08 7.3555256e-03]
[2.1360162e-05 1.6075838e-07 1.3857497e-05 2.4852707e-06 5.1870306e-06
 1.2996400e-02 2.4688386e-04 2.4572100e-09 1.1382951e-09 6.7330669e-11
 4.0290668e-10 1.0743355e-06 4.1336596e-02 3.6742128e-07 1.2788266e-05
 2.3506422e-05 2.7762848e-10 3.8342030e-05 9.2162323e-01 3.1115655e-05
 1.8226345e-08 5.9692143e-03 3.6236324e-04 3.8491017e-03 7.2675887e-03
 9.4552797e-07 2.8844897e-03 9.4192210e-06 3.2459502e-03 7.2051091e-07
 5.0133586e-09 1.7538247e-05 1.3170989e-05 2.1871028e-08 2.4551702e-05
 1.1181628e-08 1.5719419e-06 1.2079856e-07]
[1.6907592e-04 3.7421535e-07 3.8413556e-05 4.6078514e-02 4.5814307e-08
 3.4321222e-04 3.3468240e-01 1.2561175e-03 2.5397138e-04 1.4548529e-05
 2.7592122e-03 1.0540266e-06 1.1993206e-02 1.3927363e-03 4.9321959e-04
 1.0188024e-03 1.1932840e-07 3.5898108e-02 8.7189719e-02 3.3629027e-03
 2.8166140e-04 1.2395957e-03 5.2177597e-02 1.4133168e-04 6.3788905e-03
 3.2844734e-01 5.3489024e-05 9.2425337e-04 7.7640273e-02 4.7778324e-03
 5.7957011e-05 6.7682791e-04 1.7831835e-04 1.4116625e-06 3.4055902e-05
 1.6337752e-07 2.7048533e-05 1.6119056e-05]
[2.24709567e-07 8.22245609e-04 1.00924265e-08 2.78705325e-09
 1.46221675e-04 1.74244838e-06 5.40625100e-09 6.64919320e-09
 2.69881228e-09 2.61128535e-14 8.80695694e-08 1.01456244e-05
 2.10896101e-09 1.74840196e-07 1.94069667e-04 1.05516653e-08
 4.91629762e-05 9.68539916e-06 2.23850591e-07 2.72078020e-03
 5.10907879e-11 1.64835754e-07 5.82043526e-07 6.35379683e-06
 3.58737656e-04 1.35016634e-07 2.05913264e-09 1.50602688e-07
 1.55556307e-04 1.89526880e-04 6.39607656e-09 1.66301932e-02
 9.77069199e-01 3.44891683e-04 9.60408556e-07 1.21793197e-03
 1.80268107e-05 5.27707889e-05]
[2.35436954e-19 5.32869792e-18 2.00407691e-16 4.67708944e-12
 1.09582886e-17 2.72879543e-18 1.50325429e-11 1.05492222e-06
 9.99986053e-01 1.87084167e-14 1.21063340e-05 4.67561418e-21
 7.90653008e-23 3.62416152e-13 7.94086559e-16 4.79317649e-15
 1.65286242e-13 1.49561641e-10 8.93309070e-17 2.19940538e-10
 6.96352572e-07 1.16999259e-18 1.52662410e-15 2.44592460e-20
 1.43468813e-16 6.56127930e-10 2.61398457e-19 1.02226929e-12
 1.94304615e-14 6.52214671e-11 2.47301593e-12 6.65304043e-08
 5.63710644e-16 1.05515056e-19 2.37345662e-14 1.33450268e-18
 6.39287360e-15 3.67974976e-18]
[3.3628392e-06 8.0390372e-08 3.9827897e-10 2.2757045e-11 2.6795526e-08
 1.2765139e-06 2.3048982e-07 5.1185052e-05 6.3934613e-10 6.9310827e-17
 5.6302537e-07 1.0321557e-04 2.3619548e-13 2.3062419e-05 1.2403842e-01
 1.1531364e-04 1.2325079e-06 1.0746471e-05 1.1507324e-12 1.5644958e-02
 1.4110173e-09 2.3603572e-08 7.1994082e-06 3.3148071e-06 5.2673567e-11
 4.3440414e-06 3.3549760e-11 2.0922443e-03 1.1190740e-02 9.7924133e-04
 2.0118975e-08 3.2843389e-05 1.2480975e-04 1.1657916e-04 7.6815624e-08
 1.7840754e-02 1.4822968e-04 8.2746595e-01]
[1.24453993e-06 4.88430029e-03 3.71265472e-08 2.32885693e-08
 2.07095618e-05 1.00432096e-07 3.44704199e-09 1.16251220e-09
 7.66587738e-10 2.09525604e-16 7.81373355e-10 2.68551162e-07
 3.94632981e-12 2.43344300e-09 1.90880030e-07 4.02529269e-12
 1.00765063e-03 1.80406112e-09 2.97609095e-05 1.31416591e-05
 1.56091939e-08 3.41007045e-08 6.13783413e-06 2.31920922e-06
 2.07019568e-07 1.89197280e-07 9.77639324e-12 1.15593330e-07
 2.88573701e-05 1.31423557e-02 2.96157796e-05 9.47165478e-04
 1.03163591e-04 2.73138867e-03 1.85233341e-06 9.76115048e-01
 9.33972711e-04 1.19755256e-07]
[2.2120012e-11 1.3607138e-07 5.6243915e-13 1.1596777e-05 1.3452839e-13
 7.5515635e-12 1.5996365e-07 2.8305494e-06 7.1895232e-09 9.9597591e-01
 3.8631933e-03 2.6867063e-14 2.9602124e-10 7.4574041e-10 8.3195766e-13
 1.6705390e-13 6.0027129e-11 2.8402366e-07 1.4004718e-11 7.9729438e-11
 1.8830339e-07 4.8093264e-14 7.2125331e-08 8.5507578e-13 1.6419477e-07
 1.4282514e-04 2.2065221e-12 1.4257912e-11 9.2840719e-07 1.2907532e-06
 7.9275351e-09 2.7201338e-07 2.2142039e-08 1.5515540e-14 4.7896753e-09
 3.9535320e-14 2.8877541e-13 5.7452293e-10]
[4.52998919e-22 1.99270314e-21 2.96730200e-17 4.39355753e-14
 4.42841048e-23 2.89966447e-21 9.71671860e-18 3.11540095e-12
 1.00000000e+00 1.05597063e-19 1.33020786e-12 3.69835665e-29
 2.12990127e-25 2.01932820e-18 4.79360827e-23 1.54373151e-18
 3.57894362e-20 1.25155138e-12 2.09337195e-17 5.25425955e-14
 2.12288835e-14 3.17344819e-24 3.84838542e-20 4.61579003e-24
 7.11055053e-20 1.28283497e-16 9.94147100e-22 4.49951253e-19
 4.53546232e-18 1.19187131e-17 5.21010164e-17 5.49185593e-11
 3.43535637e-20 9.11758366e-23 1.20611395e-17 1.65103697e-23
 4.65246784e-18 1.83701526e-24]
[1.0333022e-04 1.0262106e-10 4.1004316e-07 2.2069103e-06 6.4004078e-09
 8.6308640e-01 9.9587918e-04 6.5568155e-09 4.7863793e-11 5.4687609e-11
 5.0067129e-12 1.9868653e-09 3.8329646e-02 3.1683914e-08 6.9091817e-07
 9.3946740e-02 4.9943394e-13 1.8080715e-09 1.4227228e-03 1.4656340e-06
 1.9775920e-08 2.0551735e-05 3.1247159e-04 2.9868371e-04 2.1340640e-04
 1.1975889e-06 2.2476433e-04 5.1269333e-05 3.1849006e-05 5.6529852e-09
 2.2533853e-09 1.2877626e-07 3.5569407e-08 5.0578380e-10 9.5606357e-04
 3.1153262e-09 1.6767342e-09 4.5819739e-08]
[2.56717414e-07 1.15886651e-05 1.44326449e-07 1.40663374e-07
 1.81364550e-04 1.40234411e-08 1.17842558e-09 3.57189424e-06
 7.49466947e-11 1.11997163e-15 9.55244133e-08 1.20779418e-03
 3.15367171e-13 2.33584001e-06 2.45245838e-06 1.70409884e-11
 6.82377373e-04 1.61938988e-05 1.77770021e-11 1.09450535e-04
 7.73891992e-11 1.92706042e-11 1.17525337e-06 8.86198492e-09
 4.53358948e-11 4.68294488e-08 1.14802841e-10 2.49297318e-06
